package,app,category,description,downloads,price,num_ratings,rating
com.zhihui.Wallpaper7,"Charming  Girls","Libraries & Demo","Beautiful charming girl album, lovely girl, beautiful eyes, sexy actions, let your heart beat! Welcome to download watch! Search Keywords: hot Rabbit girls, sexy girls, bikini girls, Asian girls, Chinese beauty girls, Japanese girls, sexy girls from Tokyo, Korea girls, India girls, wet T-shirt girls contest, Thailand girls, beauty, Asian model, Hong Kong girls, sex idols, Thai girl, supermodel, Singapore models, Japanese Gravure Idols top-model, women pictures, girls in uniform, sexual, sexuality, big breast, big ass, tiny bikini, boobs, swimsuit girl, non-mainstream, models, stars, AV actress...","10,000 - 50,000",0,0,0
com.zingmagic.spadesfree,Spades,"Cards & Casino","Spades is a modern classic in the world of card games. It is thought to have been developed during the late 1930's in America. The successful Spades player is a fine strategist, a master of deductive reasoning and a champion of mind games. ZingMagic allows you to develop and test these skills by bringing Spades to your mobile device. The powerful engine with 6 different playing strengths ensures a fascinating and challenging game every time. Spades supports all the usual features you would expect from a ZingMagic game, including numerous game play variations, reviewing the game, takeback and replay of moves and hints.","10,000 - 50,000",0,17,2.8
com.zlango.livewallpaper.bobblegumgirl,"BimboGum Zlango Live Wallpaper",Personalization,"The new live wallpaper by Zlango. It's Free, download now! ???BimboGum Zlango Live Wallpaper??? is a fun animated wallpaper! Interrupt the bimbo by popping up her bubble gum balloon and get her really angry. It???s Free, get it now! ??????BimboGum??? IS FUN & EASY Download ???BimboGum??? for free and set it as your default wallpaper. Tap your screen to pop up her balloon and make her tell you what she thinks of you. So check what the bimbo has to say with Zlango???s cool & funny icons! If you prefer not to hear her you can switch the sounds off via the settings screen. This live wallpaper was created by Zlango which also offers the ???Zlango Messaging??? app. Add visual impact to your text messages with Zlango Icon Messaging! Text with a huge variety of unique icons & SkinZ. Zlango messaging is FREE ??? get it now! To download Zlango icon messaging application - visit ???Zlango??? page in the market. For more information, visit www.zlango.com. Zlango wants to hear from you ??? what you love or hate. info@zlango.com Or find us on: Web - www.Zlango.com Facebook - www.facebook.com/Zlango Twitter - www.twitter.com/Zlango Zlango provides you a free Live Wallpaper, if you liked it, please rate us and feel free to leave a comment below and let us know what you think. We would love to hear from you!","10,000 - 50,000",0,148,4.2
com.zlango.livewallpaper.bugacow,"Cow Fly Zlango Live Wallpaper",Personalization,"The new live wallpaper by Zlango. It's Free, download now! ???Cow Fly??? Zlango Live Wallpapers. is a fun animated wallpaper! Try to bug the cow and check what she does! ???Cow Fly??? is Free, Get it now! ??? ???Cow Fly??? IS FUN & EASY Download ???Cow Fly??? for free and set it as your default wallpaper. Tap your screen to bug the cow. The cow will accompany you during all hours of the day with a changing background according to the time of the day. This live wallpaper was created by Zlango which also offers the ???Zlango Messaging??? app. Add visual impact to your text messages with Zlango Icon Messaging! Text with a huge variety of unique icons & SkinZ. Zlango messaging is FREE ??? get it now! To download Zlango icon messaging application - visit ???Zlango??? page in the market. For more information, visit www.zlango.com. Zlango wants to hear from you ??? what you love or hate. info@zlango.com Or find us on: Web - www.Zlango.com Facebook - www.facebook.com/Zlango Twitter - www.twitter.com/Zlango Zlango provides you a free Live Wallpaper, if you liked it, please rate us and feel free to leave a comment below and let us know what you think. We would love to hear from you!","10,000 - 50,000",0,73,4.5
com.zlango.livewallpaper.shittyday,"Crap Day Zlango Live Wallpaper",Personalization,"The new live wallpaper by Zlango. It's Free, download now! ???Crap Day??? Zlango Live Wallpapers. is a fun animated wallpaper! ???Crap day??? is Free, Get it now! ??? ???Crap Day??? IS FUNNY Do you have these days when everything goes wrong? Download ???Cow Fly??? for free and set it as your default wallpaper to get some perspective. A glance at your phone will show how a shitty day can really look like. Download ???Cow Fly??? for free and set it as your default wallpaper. This live wallpaper was created by Zlango which also offers the ???Zlango Messaging??? app. Add visual impact to your text messages with Zlango Icon Messaging! Text with a huge variety of unique icons & SkinZ. Zlango messaging is FREE ??? get it now! To download Zlango icon messaging application - visit ???Zlango??? page in the market. For more information, visit www.zlango.com. Zlango wants to hear from you ??? what you love or hate. info@zlango.com Or find us on: Web - www.Zlango.com Facebook - www.facebook.com/Zlango Twitter - www.twitter.com/Zlango Zlango provides you a free Live Wallpaper, if you liked it, please rate us and feel free to leave a comment below and let us know what you think. We would love to hear from you!","10,000 - 50,000",0,91,4.2
com.zlango.zms,"Zlango Messaging",Communication,"Get Zlango - The free icon messaging application. Install now & text with icons! Add visual impact to your text messages & upgrade your messaging experience! Text with a huge variety of Zlango icons & skinZ???. Zlango messaging is FREE, Get It Now! New! ???The Walking Dead??? and other localized icon packs with unique icons and expressive SkinZ???, especially developed for American language, slang and culture including ???Geeks???, ???Sassy???, ???SciFi???, ???Vampires???, ???Zombies???, ???Frats???, ???Hip-Hop??? and more. ??? ZLANGO IS JUST LIKE TEXTING, BUT WAY MORE FUN! Text messaging will never be mundane again after you???ve tried Zlango! If you don???t speak in monotone, why text in plain letters? Zlango spices up any text message with images that get your message across with conviction! You can also use Zlango to send plain messages ??? whatever suits your mood, your message and your recipient???s personality. It???s your choice! ??? Zlango Messaging works just like texting, but with funny, wacky, cheeky, smart & cute visual icons within text messages ??? A growing library of 1000+ original personality - packed icons. ??? Three distinctive icon themes, skinZ and live wallpaper makes your messaging experience much more fun! ??? GREAT NEW FEATURES 1.ZlangOut - Compose Zlango icon messages to be shared online via Facebook, Twitter, email and more. 2.Auto Suggestion - Easily replace words with suggested icons, or auto-write in icons. 3.Click-Switch - Change between ???Urban???, ???Gorgeous,??? and ???Classic??? icon themes before, during, or after any message creation. 4.Zlango On/Off - Enable or disable Zlango icons to enjoy the rich Zlango texting experience with or without icons in messages. 5.Transform old and new SMS to Zlango (ZMS) - Convert previously received messages into Zlango icons. 6.Pop-Up Reply - Instantly read and reply to Zlango and plain text messages without opening Zlango or your default messaging application. Respond in plain text or Zlango icon messaging. ??? Enjoy your Android ??? Enjoy your messages! The only thing more fun than sending Zlango icon messages is receiving them! Guaranteed to trigger an, LOL, OMG or WTF, Zlango brings text messages to life! ??? WAY BEYOND SMILEYS & EMOTICONS Zlango icons are rich, detailed icons that infuse your text messages with color, attitude and all the message meaning you intended! Just start writing your text message, and icons will pop up. Select those you like, or keep typing in plain text. You can easily change themes by clicking on the ???themes??? icon to see which one rocks your world! ??? Zlango wants to hear from you ??? what you love, hate or would love to see in text messages near you! info@zlango.com Or find us here: Web - www.Zlango.com Blog ??? www.zlango.com/blog Facebook - www.facebook.com/Zlango Twitter - www.twitter.com/Zlango ???People who use Zlango also search: Messaging apps like Go SMS, Handcent; Direct communication apps like Skype, fring; AIM apps like Whatsapp, kik messenger, KakaoTalk, LiveProfile, Go!Chat or eBuddy.","1,000,000 - 5,000,000",0,3649,4.4
com.znuggler,Znuggler,Communication,"The Znuggler is a Social Walkie-Talkie IM Community with location tracking. Unlike other similar apps, Znuggler is real streaming audio Push-To-Talk over Cellular (PTT, PoC). All your friends will instantly receive your voice call. Besides this, Znuggler combines user locations, group chat and direct chat instant messaging.","50,000 - 100,000",0,198,3.8
com.zumobi.msnmoney,"MSN Money Smart Spending",Finance,"MSN Money Smart Spending: Be informed on money matters for you and your family. Read articles from MSN???s top financial experts, view videos and access tools for budgeting, saving, personal and household finance, retirement and investing. Share what you???ve learned with friends and family on social media. Drawing from the contributions of MSN???s top financial experts, like columnist Liz Weston, the MSN Money Smart Spending App will help you stay informed on money matters for you and your family. Additional app features include: - Frequently updated articles and videos - Tools for budgeting, debt management, retirement planning and tuition saving - Social media integration for sharing valued information with friends and family - Offline reading support.","5,000 - 10,000",0,6,4.5
com.zx.AlQuran_uthmanic_Free,"Quran All Languages Free","Books & Reference","Al-Quran (Koran, Coran) with true uthmanic font with great features & full audio Quran e Kareem, A true book from Allah. Every Muslim should listen and recite Koran. Complete Audio of Al-Quran Kareem (114 Surah) with nice and famous reciters from the world. Beautiful Arabic font in Uthmanic tashkeel and All Languages Translations of Coran. Complete Quran with Uthmanic tashkeel Arabic text and Translations; and recitation in voices of nine famous Qari/Reciters from the World. Easy and fast Surah Index List with Surah details like Para, Total Ayah, Ruku and Juz etc. Also described the Maki/Madni category. Compact version which works online. It downloads the data from server automatically in your SD card and saves for the next time use. Recite and Learn the Quran anywhere and everywhere. Quran is a true Islamic book for moslems. - Change Arabic/Translation Text Size - Unlimited Bookmarking - Change Text/Background Colours - Easy and fast Surah Index List - Surah details like Para, Maki/Madni, Total Ayah, Ruku etc. - Option to view only Arabic or with Translation _ Many other customization options. Verse by verse synchronised recitation audio in voice of 9 Qari: 1- Ahmed Al Ajmi 2- Ali Al-Hothaify 3- Maher Moeqali 4- Mohammad Ayoub 5- Saad Al-Ghamdi 6- Sheikh Sudais 7- Mishary Rashid 8- Sheikh Minshawi 9- Waheed Zafar Qasmi *Buy Full version for full audio and features. Translation in most famous Languages include: Albanian, Bosnian, Bulgarian, Czeck, Swahili, Chinese, Japanese, Korean, English, Malay, Dutch, French, German, Italian, Finnish Norwegian, Polish, Romanian, Maranao, Russian, Spanish, Swedish Turkish, Tatar, Urdu ,(Pakistan) Powered by: Zoxcell Limited www.zoxcell.com keywords : Quran,koran,coran,Qur'an, ???????????? ????????????,al-Qur'??n,kuran,curan,qoran","50,000 - 100,000",0,20,4.8
cottage2.fls001,"Daredevil Moto Racing FREE","Sports Games","Please notice this Game need Android 2.2 or higher!! Got what it takes to become a daredevil? I dare you to survive this extreme motocross game! The objective of the game is to do tricks to earn points. You can spend points to upgrade your bike and make it more agile. Bike stats include weight reduction, acceleration and max speed. A strategy to this game is to do 360 flips for maximum points. Try to spend your points where you need them. Obstacles will change so be able to tweak your bike to suit your environment Controls Accelerate Up arrow key Lean left Left arrow key Lean right Right arrow key Break Down arrow key Bike rotation A Bar rotation S Superman D","100,000 - 500,000",0,304,4.2
cross.field.NinjaJump,"Ninja Jump","Arcade & Action","This is Ninja Jump The wall and the hole are avoided because of the jump. The started distance competes. The timing of the jump and the place where it lands are ascertained. It jumps when the Jump button is pushed. The world ranking is mounted. Can you put the name on the ranking?","100,000 - 500,000",0,216,3.5
cyl.dailyhoroscope,"Daily Horoscope",Lifestyle,"Professional horoscope app??? Daily,Monthly,Love???Finance,Career,and so on! Daily Horoscope is a professional horoscope app. It not only supports daily or monthly astrology readings and horoscope, but also supports daily or monthly love&relationship(for flirt, single and couple) or finance&career horoscope. And the most unbelievable thing is it can foresee more than ten days, not only today! You can add a widget to home, and then you can check your overview stars from home everyday directly. New version also supply share, you can share you or your friends or your family 's horoscope to anyone by email, gmail, facebook, twitter, text, and so on. Right now, special horoscopes have been added! Such as mom horoscope, green horoscope, food horoscope, home horoscope, cat horoscope,dog horoscope, gay horoscope, Lesbian horoscope, astroslam horoscope???beauty horoscope???dating horoscope and so on! You also can get more information about Romantic Compatibility, Coworker Compatibility,Family Compatibility,gift guides, dating guides and so on! And the best thing is you can listen your horoscope. It supports daily horoscope,free horoscopes,astrology,2011 horoscopes,zodiac, love horoscopes and monthly horoscopes for aries,taurus, gemini, cancer, leo, virgo, libra, scorpio, sagittarius, capricorn, aquarius, pisces, zodiac signs, tarot,numerology, and even dreams. Features: 1.Daily Horoscope includes overview, extended, flirt,couples,single, money,career,finance and so on; 2.Monthly Horoscope; 3.Special Horoscope includes mom horoscope, green horoscope, food horoscope, home horoscope, cat horoscope,dog horoscope, gay horoscope, Lesbian horoscope, astroslam horoscope???beauty horoscope???dating horoscope and so on 4.Widget system:add a widget to home, and then you can check your overview stars from home everyday directly 5.Share system:you can share you or your friends or your family 's horoscope to anyone by email, gmail, facebook, twitter, text, and so on. 6.star system: 7.Speaking system:read your horoscope by android.","10,000 - 50,000",0,123,4.7
cyl.dailyhoroscopesallinone,"Daily Horoscope All-In-One","Health & Fitness","All horoscopes combine! It not only supports daily or monthly astrology readings and horoscope, but also supports daily or monthly love&relationship(for flirt, single and couple) or finance&career horoscope. Any horoscopes you want can be found here!! Features: 1.Daily Horoscope All-In-One includes overview, extended, flirt,couples,single, money,career,finance and so on; 2.Weekly,Monthly,Yearly Horoscope; 3.Special Horoscope includes mom horoscope, green horoscope, food horoscope, home horoscope, cat horoscope,dog horoscope, gay horoscope, Lesbian horoscope, astroslam horoscope???beauty horoscope???dating horoscope and so on 4.Widget system:add a widget to home, and then you can check your overview stars from home everyday directly 5.Share system:you can share you or your friends or your family 's horoscope to anyone by email, gmail, facebook, twitter, text, and so on. 6.star system: 7.Speaking system:read your horoscope by android.","10,000 - 50,000",0,195,4.7
cyl.horoscopepro,"Horoscope Pro Astrology",Lifestyle,"Get your free daily horoscope right now. Every morning, spending a few seconds in checking accurate and detailed astrology report, daily horoscopes, love&relationship(for flirt, single and couple) and finance&career horoscope to obtain a happy sunshine day! It also supply to add a widget to home, and then you can check your stars from home everyday directly. New version also supply share, you can share you or your friends or your family 's horoscope to anyone by email, gmail, facebook, twitter, text, and so on. Right now, special horoscopes have been added! Such as mom horoscope, green horoscope, food horoscope, home horoscope, cat horoscope,dog horoscope, gay horoscope, Lesbian horoscope, astroslam horoscope???beauty horoscope???dating horoscope and so on! You also can get more information about Romantic Compatibility, Coworker Compatibility,Family Compatibility,gift guides, dating guides and so on! Horoscope Pro Astrology is a professional horoscope app. It not only supports daily or monthly astrology readings and horoscope, but also supports daily or monthly love&relationship(for flirt, single and couple) or finance&career horoscope. And the most unbelievable thing is it can foresee more than ten days, not only today! It supports daily horoscope,free horoscopes,astrology,2011 horoscopes,zodiac, love horoscopes and monthly horoscopes for aries,taurus, gemini, cancer, leo, virgo, libra, scorpio, sagittarius, capricorn, aquarius, pisces, zodiac signs, tarot,numerology, and even dreams. Function Keyword:horoscope, horscope, horoscopes, astrology, astrolgoy, daily horoscope, daily astrology, astrology reports, numerology, chinese astrology, birth charts, horoscope wheel, compatibility, life path, destiny, past life, zodiac sign, zodiac signs, chinese horoscope, star sign, star signs","50,000 - 100,000",0,549,4.7
DDm.Rename.Wallpaper8000,"Sexy wallpaper","Libraries & Demo","Sexy, girl, HD, wallpaper Show an attractive sexy women, woman's unique qualities, gives a different feel, is a beautiful, hope you like these girls! Go all out, do better!","10,000 - 50,000",0,22,4.4
DDm.Rename.Wallpaper8005,"Sexy Girls HD","Libraries & Demo","Sexy, girl, HD, wallpaper Show an attractive sexy women, woman's unique qualities, gives a different feel, is a beautiful, hope you like these girls! Go all out, do better!","10,000 - 50,000",0,14,4.4
de.bulling.hackme.easy,"Hack Me If You Can (easy)","Libraries & Demo","So you think you are a hacker? Well, then try your skills on this app! IF YOU DON'T KNOW WHAT ADB, LOGCAT OR ROOT MEANS, DON'T DOWNLOAD IT! It may look like an ordinary app with a crappy design, but be aware: You can't hack it easily... Difficulty: Easy. You must know how to download this app to your computer. You probably won't need programming skills. The goal is to enter a name with a valid serial. If the serial is incorrect, it will just give you a plain toast that tells you how low your skills are ;-) But if it is the correct serial... well, you will see (maybe). Good luck and have fun! If you haven't decompiled an Android APK yet, google for - baksmali - dalvik opcodes - smali - apktool - dex2jar (if you don't like opcodes) - jdgui - rage comics","5,000 - 10,000",0,8,5
de.bulling.hackme.kids,"Hack Me If You Can (Kids Mode)","Libraries & Demo","So you think you are a hacker? Well, then try your skills on this app! IF YOU DON'T KNOW WHAT ADB, LOGCAT OR ROOT MEANS, DON'T DOWNLOAD IT! It may look like an ordinary app with a crappy design, but be aware: You can't hack it easily... Difficulty: Kids Mode. My grandmother could hack that app. :-P At least, if she would know how to use Logcat. No programming skills needed, but elementary math knowledge. The goal is to enter a name with a valid serial. If the serial is incorrect, it will just give you a plain toast that tells you how low your skills are ;-) But if it is the correct serial... well, you will see (maybe). Good luck and have fun! If you haven't decompiled an Android APK yet, google for - baksmali - dalvik opcodes - smali - apktool - dex2jar (if you don't like opcodes) - jdgui - forever alone","5,000 - 10,000",0,8,4.8
de.bulling.hackme.medium,"Hack Me If You Can (medium)","Libraries & Demo","So you think you are a hacker? Well, then try your skills on this app! IF YOU DON'T KNOW WHAT ADB, LOGCAT OR ROOT MEANS, DON'T DOWNLOAD IT! It may look like an ordinary app with a crappy design, but be aware: You can't hack it easily... Difficulty: Medium. You must know how to download this app to your computer. You definitely need programming skills now. The goal is to enter a Name with a valid serial. If the serial is incorrect, it will just give you a plain toast that tells you how low your skills are ;-) But if it is the correct serial... well, you will see (maybe). Good luck and have fun! If you haven't decompiled an Android APK yet, google for - baksmali - dalvik opcodes - smali - apktool - dex2jar (if you don't like opcodes) - jdgui - Chuck Testa","1,000 - 5,000",0,3,4
de.hondooo.android.puzzlestar,Puzzle-Star,"Brain & Puzzle","Puzzle-Star =========== Puzzle-Star is a free TETRIS?? clone with three different modes: Arcade, Classic and Expert. The goal is to arrange the falling shapes so that every line is completely filled the blocks. Full lines will be erased and rewarded the points. The more points you have, so faster the shapes will fall. Enjoy playing! Arcade ------ Arcade mode has 100 level. Every level starts a predefined number of blocks. You have to cleanup all blocks from the top to erase the last line with the special block and manage the level. The higher arcade level is, the more blocks are exists on start. Try to beat all level! Classic ------- Classic mode is like good old Tetris?? developed by Alexei Paschitnow. Expert ------ Expert mode like Classic mode, but with some additional shape types. Features: - free TETRIS?? clone - 3 game modes: arcade, classic, expert - shape shadow to indicate drop position - 100 arcade level - store/load game - highscore list Related Block Games: Tetris, Pentris, Beyond Tetris, Aquatris, Rain of Blocks, Move it!, Unblock Me, Puzzle Blox, Tetron Blocks Tetris?? is a Registered Trademark of Electronic Arts.","100,000 - 500,000",0,71,4.3
de.mherbig.moveo,"moveo pedometer (beta)","Health & Fitness","Moveo keeps count of your steps. Moveo is your pedometer. Moveo keeps count of your steps and tells you how many steps other people have taken ??? worldwide. With moveo it's easy to check if you've reached the recommended 10,000 steps a day. You can also compare your current performance and calorie use with your figures from the last few weeks or months. Moveo is your pedometer.","50,000 - 100,000",0,393,3.2
demo.com.soccertv,"SOCCER TV","Media & Video","SPORT TV IS AN ANDROID APP WHO STREAM LIVE SPORTS. if there are any problems please contact me: aoussabah@gmail.com (NOW V3.0 SUPPORT ANDROID 2.1!!) (NOW V2.1 SUPPORT FLASH AND VEETLE LINKS!!) *When you open a broadcast wait for the adds to disappear by its own and stream will start. It could take from 20 to 40 or more seconds. If adds wont disappear try to refresh or open it again* IMPORTANT!!! ???MAKE SURE THAT YOU HAVE INTERNET CONNECTION BEFORE YOU RUN THE APP! ???YOUR BROWSER MUST SUPPORT ADOBE FLASH PLAYER. ???YOU CAN WATCH ONLY FLASH SUPPORTED LINKS (V2.1 VEETLE TOO). ???THE ADS WHO DISPLAYS BEFORE THE VIDEO PLAYS ARE NOT FROM SOCCER TV, THEY ARE FROM SITE??S LIKE , JUSTIN.TV,USTREAM ETC..","100,000 - 500,000",0,92,4.1
demo.com.sporttv,"SPORT TV","Media & Video","SPORT TV IS AN ANDROID APP WHO STREAM LIVE SPORTS. if there are any problems please contact me: aoussabah@gmail.com (NOW V3.0 SUPPORT ANDROID 2.1!!) (NOW V2.1 SUPPORT FLASH AND VEETLE LINKS!!) *When you open a broadcast wait for the adds to disappear by its own and stream will start. It could take from 20 to 40 or more seconds. If adds wont disappear try to refresh or open it again* IMPORTANT!!! ???MAKE SURE THAT YOU HAVE INTERNET CONNECTION BEFORE YOU RUN THE APP! ???YOUR BROWSER MUST SUPPORT ADOBE FLASH PLAYER. ???YOU CAN WATCH ONLY FLASH SUPPORTED LINKS (V2.1 VEETLE TOO). ???THE ADS WHO DISPLAYS BEFORE THE VIDEO PLAYS ARE NOT FROM SPORT TV, THEY ARE FROM SITE??S LIKE , JUSTIN.TV,USTREAM ETC..","100,000 - 500,000",0,382,4
demo.com.sporttvnfl,"SPORT TV NFL","Media & Video","WE APOLOGIZE FOR THE LAST PROBLEM WE HAD AT (2011/09/11) ALL THE ISUSS HAVE BEEN FIXED! if there are any problems please contact me: aoussabah@gmail.com PLEASE NOTICE THAT THIS APP DONT STREAM ALL NFL GAMES ! *When you open a broadcast wait for the adds to disappear by its own and stream will start. It could take from 20 to 40 or more seconds. If adds wont disappear try to refresh or open it again* IMPORTANT!!! ???MAKE SURE THAT YOU HAVE INTERNET CONNECTION BEFORE YOU RUN THE APP! ???YOUR BROWSER MUST SUPPORT ADOBE FLASH PLAYER. ???YOU CAN WATCH ONLY FLASH SUPPORTED LINKS . ???THE ADS WHO DISPLAYS BEFORE THE VIDEO PLAYS ARE NOT FROM SPORT TV, THEY ARE FROM SITE??S LIKE , JUSTIN.TV,USTREAM ETC..","100,000 - 500,000",0,105,3.7
dev.trade.meinv.meinv2,"sexy girl live wallpaper free",Personalization,"sexy girl live wallpaper free. sexy girl live wallpaper. in this live wallpaper contain 40 exquisite wallpapers. you can set the wallpaper resolution, and you can control the Animation frequency,also you can select the pictures to show on the desktop.and you can rotate the wallpaper. hope you like it . question1: where's my app? Answer: the live wallpaper Instruction Home -> Menu -> Wallpaper -> Live Wallpapers-Meteor Shower Live Wallpaper question2: the wallpaper change too fast? Answer: you can click Dynamic frequency button to set the wallpaper change frequency. example: you can set 5000 Millisecond. then the wallpaper change every 5 second. if you have any question you can send email to me. ???????????? ?????????????????????????????????? ?????????????????????? ?????????????? Sexy ???????????? Sexy veggf????ur Sexy tapety ???????????? ???? ?????????? ???????? Sexy wallpapers ?????????????????????? ???????? Sexy mga wallpaper Sexy V??ritaustakuvat Beautiful sexy ???????????? ?????? ?????? ??????Mooie sexy wallpapers Kr??sn?? sexy tapety na plochu Donec eget wallpapers Cantik wallpapers seksi Beautiful sexy bakgrunnsbilder Bela wallpapers sexy ?????????????????????????????? Vackra sexiga bakgrundsbilder G??zel seksi duvar ka????tlar?? ?????????????? ???????????????????? ?????????????? ?????????? ???????????? ?????? ???????????? ???????? wallpapersFondos de pantalla hermosa sexyGy??ny??r?? szexi h??tt??rk??pek H??nh n???n ?????p sexy Bella sfondi sexy ?????????????????? ??????","500,000 - 1,000,000",0,116,4.3
dev.trade.wuyu.firearms,"firearms live wallpapers",Personalization,"firearms live wallpapers. in this live wallpaper contain 62 exquisite wallpapers. you can set the wallpaper resolution, and you can control the Animation frequency,also you can select the pictures to show on the desktop.and you can rotate the wallpaper. hope you like it . question1: where's my app? Answer: the live wallpaper Instruction Home -> Menu -> Wallpaper -> Live Wallpapers-Meteor Shower Live Wallpaper question2: the wallpaper change too fast? Answer: you can click Dynamic frequency button to set the wallpaper change frequency. example: you can set 5000 Millisecond. then the wallpaper change every 5 second. if you have any question you can send email to me. ?????????????????? ?????? ,?????? Dynamic wallpaper pistol firearms, weapons ?????????????? ?????????? ?????????????? ???????? ???????????? ???????????????????? ?????????????? ???????????????? ?????????????????????????? ??????????, ?????????? Airm tine piostail Dinimici??la p??ip??ar balla, airm Dynamisk tapet pistol skydev??ben, v??ben Dynamische wallpaper Pistole Schusswaffen, Waffen ???????????????????????? ???????? ???????????????? ?????????????????????????? ????????????, ???????????? Dynamique des armes ?? feu pistolet papier peint, des armes Dynamic na wallpaper pistol firearms, mga armas Dynaaminen taustakuva pistooli ampuma-aseet ??????????????????????????? ???????????? ?????????????????? ???????????????????????????????????? ?????????????????? ?????? ?????? ?????? ??????, ?????? Dynamische wallpaper pistool vuurwapens, wapens Pellentesque tellus pistol firearms tela Dinami??ki pozadina pi??tolj vatrenog oru??ja, oru??je Dynamic tapetes pistole ??aujamiero??iem, iero??u Dinaminis ekrano u??sklanda pistoletas ??aunam??j?? ginkl??, ginkl?? Arme de foc dinamic pistol monitorului, arme Dinamik senjata api pistol kertas dinding, senjata ???????????????????????? ?????????????????????????????? ?????????????????? ???????????????????????????????????????, ???????????????????????????????????? Dynamisk bakgrunnsbilde pistol skytev??pen, v??pen Armas de fogo wallpaper din??mico pistola, armas ????????????????????????????????????????????? Dynamisk bakgrundsbild pistol skjutvapen, vapen ????????????????????????????????????????????????????????????????????????????????????????????????, ??????????????? Dinamik duvar ka????d?? tabanca ate??li silahlar, silah ?????????????????? ?????????????? ???????????????? ?????????????????????? ??????????, ?????????? Dynamic ???????? ???????? ?????? ??????, ?????? ?????????????????????? ???????????????? ???????? ?????????????? ????????????????????, ???? ???????? Din??mica de armas de fuego wallpaper pistola, armas Dinamikus h??tt??rk??p pisztoly l??fegyver, fegyver Dinamico carta da parati da fuoco pistola, armi N??ng ?????ng, h??nh n???n s??ng l???c s??ng, v?? kh?? ?????????????????? ?????? ,??????","10,000 - 50,000",0,13,3.8
dh.live.zomwallpaper,"MS Zombie Live Wallpaper",Personalization,"Killing Zombies! Now on your Homescreen! This Live wallpaper is fanwork for the Metal Slug series [UPDATE] Version 3 Beta 1.0 available at r0adkll.netau.net Tap on the Screen To Bomb Zombies! Summon a Tank to Run the Zombies Over!h Drop an app on your Home screen to Nuke them!(Pro Only) Defend Civilians from Zombies!(Pro Only) ** TRY A FRESH INSTALL IF UPGRADE FAILS!!! ** News: * New Version 3 Beta available for testing on my website!!!!!!!!!! * Do to limitations with android's Canvas Drawing system i am currently re-working the new build with AndEngine(andengine.org) which uses OpenGL ES. * This Will Result in smoother animations while allowing me to draw more objects on the screen. As well as being able to incorporate all the features you guys want!! * Please be patient, i am a full time student. * Donations(at my blog) will help development go faster :D * now supporting tablets and honeycomb All Credit goes SNK, and metalslugsprites.net","100,000 - 500,000",0,4441,4.1
disney.captainamericalw,"Captain America Live Wallpaper",Personalization,"Be the hero with the official Captain America Shield Live Wallpaper! Tap to bombard your screen with bullets and deflect with the unbreakable shield! Watch the trailer for Captain America: Sentinel of Liberty game, now available for Android! Terms of Use: http://corporate.disney.go.com/corporate/terms-appgen.html Privacy Policy: http://corporate.disney.go.com/corporate/pp_wdig.html","1,000,000 - 5,000,000",0,5303,4.5
dk.hotmovinglobster.battleships,"Battleships Multiplayer",Casual,"The classic game Battleships in a Bluetooth enabled multiplayer edition. There's currently no singleplayer, so you need two phones to try the game. The game is the product of 3 weeks of part-time work. The game showcases our Bluetooth library called DustyTuba, which is aimed at developers who wants to quickly develop a Bluetooth enabled application, without having to spend time and effort on learning and utilizing the Android Bluetooth API. The library simplifies pairing and supports additional ways of connecting phones, e.g. Bump. Both the game and the library is open-source and can be found here: https://github.com/omegahm/DBP2P","50,000 - 100,000",0,48,3.5
dk.tactile.pigsintrees,"Pigs in Trees","Arcade & Action","Pigs in planes plucks pesky peckers with powerful package Get Pigs in Trees now! Protect your tree from an army of pesky peckers! --- The hardest thing about reviewing Pigs in Trees is deciding which part to praise first, because there's just so many things I like about it. - TouchArcade.com I???ve usually found games like this to be boring, but this one kept me so hooked I almost missed my stop on the train. Multiple times. - 148apps.com It's the best kind of blend of dexterity, strategy and speed -- a satisfying blend that left me retrying levels ad infinitum, searching for the best bird-obliterating flightpaths possible. joystiq.com If you like action games, strategy games, line-drawing games, or, in fact, any other games, do yourself a favour and add this to your collection -TheSmarthPhoneAppReview.com --- The woodpeckers are attacking your tree and your role is to defend your home and your pig family from the invading force of enemies. Using a real time line drawing game mechanic, you must protect the pig???s tree nest by shooting down enemy woodpeckers with an air force made of pigs. ## FEATURES ## - Intense gameplay! - 4 campaigns and 75 levels. - Lots of fun and crazy power ups to collect. - Perform combos and get big scores. Visit www.pigsintrees.com to see our cinematic intro trailer. Become a fan of Pigs in Trees on facebook.com/PigsinTrees Follow us on Twitter.com/PANVision Like us on Facebook.com/PANVision More information on www.panvisiongames.com","10,000 - 50,000",0,106,3.3
